# version=2025NOV01

Rom;Genre;Year;Manufacturer;System;Clone;AKNF;Buttons;Controls;Mature;Players;Monitor;Slow;Notes
luckywld;Driving / 1st Person;1992;Namco;Namco System 2;no;;1;dial;;2P sim;CRT 15Khz;;
luctoday;Slot Machine / Video Slot;1980;Sigma;Galaxian Z80;no;;1;joystick (2-way);;1P;CRT 15Khz;;
lunarba1;Shooter / Field;1982;Atari;Atari Vector;yes;;3;joystick (2-way);;2P alt;;;
lunarbat;Shooter / Field;1982;Atari;Atari Vector;yes;;3;joystick (2-way);;2P alt;;;
lupin3;Maze / Defeat Enemies;1980;Taito;Midway 8080 B/W;no;;1;joystick (4-way);;2P alt;CRT 15Khz;;
luplup;Puzzle / Toss * Mature *;1999;Omega System;Custom Z80;yes;;4;joystick (8-way);;2P sim;CRT 15Khz;;
luplup29;Puzzle / Toss * Mature *;1999;Omega System;Custom Z80;yes;;4;joystick (8-way);;2P sim;CRT 15Khz;;
lvcards;Gambling / Cards * Mature *;1985;Tehkan;Tecmo Z80;no;;;;;1P;CRT 15Khz;;
lvgirl94;Puzzle / Drop * Mature *;1994;Comad;Comad 68000;no;;3;joystick (4-way);;2P sim;CRT 15Khz;;
lvpoker;Gambling / Cards * Mature *;1985;Tehkan;Tecmo Z80;yes;;7;;;1P;CRT 15Khz;;
lwings;Shooter / Flying Vertical;1986;Capcom;Capcom pre-CPS;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
lwings2;;1986;Capcom;Capcom pre-CPS;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
lwingsjp;;1986;Capcom;Capcom pre-CPS;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
m4;Shooter / Versus;1977;Midway;Midway 8080 B/W;no;;2;vertical joystick (2-way);;2P sim;CRT 15Khz;;
m660;Shooter / Flying Vertical;1986;[Woodplace Inc.] Taito America Corporation;Taito 8-bit;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
m660b;Shooter / Flying Vertical;1986;bootleg;Taito 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
m660j;Shooter / Flying Vertical;1986;[Woodplace Inc.] Taito Corporation;Taito 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
m79amb;Shooter / Gallery;1977;RamTek;Ramtek 8080;no;;2;paddle;;2P sim;CRT 15Khz;;
mace;Fighter / Versus;1996;Atari Games;Midway Seattle;no;;4;joystick (8-way);;2P sim;CRT 31Khz;;
macea;Fighter / Versus;1997;Atari Games;Midway Seattle;yes;;4;joystick (8-way);;2P sim;CRT 31Khz;YES;
mach3;Shooter / Flying (chase view);1983;Mylstar;Gottlieb 6502;no;;2;joystick (8-way);;1P;CRT 31Khz;;
machbrkr;Sports / Track & Field;1995;Namco;Namco NB-1;no;true;3;joystick (8-way);;4P sim;CRT 15Khz;;
machomou;Maze / Outline;1982;Techstar;Taito early discrete;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
machridj;;1985;Nintendo;Nintendo VS. System;yes;;2;joystick (8-way);;1P;CRT 15Khz;;
machridr;;1985;Nintendo;Nintendo VS. System;no;;2;joystick (8-way);;1P;CRT 15Khz;;
macross;Shooter / Flying Vertical;1992;Banpresto;NMK 68000;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
macross2;Shooter / Flying Horizontal;1993;Banpresto;NMK 68000;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
macrossp;Shooter / Flying Vertical;1996;Banpresto;NMK 68000;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
macsbios;System / BIOS;1995;I'Max;Seta MACS custom;no;;;;;BIOS;CRT 31Khz;;
madalien;Shooter / Driving Vertical;1980;Data East Corporation;Data East 8-bit;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
madball;Ball & Paddle / Breakout * Mature *;1998;Yun Sung;Yun Sung 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
madcrash;Shooter / Driving Diagonal;1984;SNK;SNK early 8-bit;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
maddonna;Maze / Collect * Mature *;1995;Tuning;Custom Z80;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
maddonnb;;1995;Tuning;Custom Z80;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
madgear;Driving / Race;1989;Capcom;Capcom 68000;no;true;3;joystick (8-way);;2P alt;CRT 15Khz;;
madgearj;Driving / Race;1989;Capcom;Capcom 68000;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
madmotor;Fighter / 2.5D;1989;Mitchell;Data East 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
madshark;Shooter / Flying Vertical;1993;Allumer;Seta 1st Gen;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
magdrop;Puzzle / Toss;1995;Data East;Data East 16-bit;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
magdrop2;Puzzle / Toss;1996;Data East Corporation;SNK Neo Geo;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
magdrop3;Puzzle / Toss;1997;Data East Corporation;SNK Neo Geo;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
magdropp;Puzzle / Toss;1995;Data East;Data East 16-bit;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
magerror;Puzzle / Misc.;;Technosoft / Jaleco;Metro 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
magic10;Gambling / Cards;1995;A.W.P. Games;Custom gambling Z80;no;;5;;;1P;CRT 15Khz;;
magic102;Gambling / Cards;1997;ABM Games;Custom gambling Z80;no;;5;;;1P;CRT 15Khz;;
magic10a;Gambling / Cards;1995;A.W.P. Games;Custom gambling Z80;yes;;5;;;1P;CRT 15Khz;;
magicbua;;;Yun Sung;Yun Sung 16-bit;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
magicbub;Puzzle / Toss;;Yun Sung;Yun Sung 16-bit;no;;1;joystick (8-way);;2P sim;CRT 15Khz;;
magiccrd;;1996;Impera;Fun World gambling;no;;7;;;1P;CRT 15Khz;;
magicstk;Gambling / Misc.;1995;Playmark;Playmark 68000;no;;1;;;1P;CRT 15Khz;;
magix;Puzzle / Drop * Mature *;1995;Yun Sung;Yun Sung 8-bit;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
maglord;Platform / Shooter Scrolling;1990;Alpha Denshi Co.;SNK Neo Geo;no;true;4;joystick (8-way);;2P alt;CRT 15Khz;;
maglordh;Platform / Shooter Scrolling;1990;Alpha Denshi Co.;SNK Neo Geo;yes;;4;joystick (8-way);;2P alt;CRT 15Khz;;
magmax;Shooter / Misc. Horizontal;1985;Nichibutsu;Nichibutsu Z80;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
magspot;Shooter / Gallery;1980;Universal;Universal Z80;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
magspot2;Shooter / Gallery;1980;Universal;Universal Z80;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
magworm;Shooter / Gallery;1980;bootleg;Atari Vector;yes;;1;trackball;;2P alt;CRT 15Khz;;
mahmajn;Tabletop / Mahjong;1992;Sega;Sega System 24;no;;;;;1P;CRT 25Khz;;
mahmajn2;Tabletop / Mahjong;1994;Sega;Sega System 24;no;;;;;1P;CRT 25Khz;;
mahoudai;Shooter / Flying Vertical;1993;Raizing (Able license);Toaplan 2;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
mahretsu;Tabletop / Mahjong * Mature *;1990;SNK;SNK Neo Geo;no;;4;joystick (8-way);;1P;CRT 15Khz;;
maiko;Tabletop / Hanafuda * Mature *;1990;Nichibutsu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
mainev2p;;1988;Konami;Konami;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
mainevt;Sports / Wrestling;1988;Konami;Konami;no;;2;joystick (8-way);;4P sim;CRT 15Khz;;
mainevto;Sports / Wrestling;1988;Konami;Konami;yes;;2;joystick (8-way);;4P sim;CRT 15Khz;;
mainsnk;Sports / Boxing;1984;SNK;SNK early 8-bit;no;;1;joystick (8-way);;2P sim;CRT 15Khz;;
majest12;;1990;Taito Corporation;Taito F2 System;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
majs101b;Tabletop / Mahjong * Mature *;1988;Dynax;Dynax Mahjong;no;;;;;1P;CRT 15Khz;;
majtitl2;Sports / Golf;1992;Irem;Irem M92;no;;2;joystick (8-way);;4P alt;CRT 15Khz;;
majtitle;Sports / Golf;1990;Irem;Irem M72;no;;4;joystick (8-way);;4P alt;CRT 15Khz;;
majuu;Shooter / Walking;1987;Konami;Konami Twin16;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
makaiden;Fighter / 2D;1988;Jaleco;Jaleco Mega System 1;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
makaimuc;;1985;Capcom;Capcom pre-CPS;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
makaimug;;1985;Capcom;Capcom pre-CPS;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
makaimur;Platform / Fighter Scrolling;1985;Capcom;Capcom pre-CPS;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
maketrax;Maze / Paint;1981;[Kural] (Williams license);Namco Pac-Man;yes;;;joystick (4-way);;2P alt;CRT 15Khz;;
maketrxb;Maze / Paint;1981;[Kural] (Williams license);Namco Pac-Man;yes;;;joystick (4-way);;2P alt;CRT 15Khz;;
makyosen;Shooter / Flying Vertical;1987;Data East Corporation;Data East 8-bit;yes;;2;dial;;2P sim;CRT 15Khz;;
malzak;Shooter / Flying Horizontal;;Kitronix;Malzak Z80 custom;no;;1;joystick (8-way);;2P alt;CRT 31Khz;;
malzak2;Shooter / Flying Horizontal;;Kitronix;Malzak Z80 custom;yes;;1;joystick (8-way);;2P alt;CRT 31Khz;;
mangchi;Maze / Blocks;2000;Afega;NMK 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
manhatan;Platform / Shooter Scrolling;1986;Konami;Konami;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
maniach;Sports / Wrestling;1986;Technos (Taito America license);Technos 8-bit;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
maniach2;Sports / Wrestling;1986;Technos (Taito America license);Technos 8-bit;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
maniacsp;Puzzle / Drop;1996;Gaelco;Gaelco early;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
maniacsq;Puzzle / Drop;1996;Gaelco;Gaelco 2nd Gen;no;;1;joystick (8-way);;2P sim;CRT 15Khz;;
manxtt;Driving / Motorbike;1995;Sega;Sega Model 2;no;;4;joystick (8-way);;1P;CRT 25Khz;;
manybloc;Puzzle / Sliding;1991;Bee-Oh;NMK 68000;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
mappy;Platform / Run Jump;1983;Namco;Namco Super Pac-Man hardware;no;true;1;joystick (2-way);;2P alt;CRT 15Khz;;
mappyj;Platform / Run Jump;1983;Namco;Namco Super Pac-Man hardware;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
marble;Maze / Ball Guide;1984;Atari Games;Atari System 1;no;true;;trackball;;2P sim;CRT 15Khz;;
marble2;Maze / Ball Guide;1984;Atari Games;Atari System 1;yes;;;trackball;;2P sim;CRT 15Khz;;
marble3;Maze / Ball Guide;1984;Atari Games;Atari System 1;yes;;;trackball;;2P sim;CRT 15Khz;;
marble4;Maze / Ball Guide;1984;Atari Games;Atari System 1;yes;;;trackball;;2P sim;CRT 15Khz;;
marblmd2;Maze / Ball Guide;1991;Atari Games;Atari System 2;no;;1;joystick (8-way);;3P sim;CRT 15Khz;;
marineb;Shooter / Flying;1982;Orca;Orca Z80;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
marinedt;Maze / Escape;1981;Taito;Taito 8-bit;no;;1;trackball;;2P alt;CRT 15Khz;;
mariner;Shooter / Misc. Horizontal;1981;Amenip;Konami Scramble;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
mario;Platform / Run Jump;1983;Nintendo of America;Nintendo Donkey Kong hardware;no;true;1;joystick (2-way);;2P sim;CRT 15Khz;;
mariojp;;1983;Nintendo;Nintendo Donkey Kong hardware;yes;;1;joystick (2-way);;2P sim;CRT 15Khz;;
markham;Shooter / Flying Horizontal;1983;Sun Electronics;Sun Electronics 6502;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
mars;Shooter / Flying Horizontal;1981;Artic;Konami Scramble;no;;;double joystick (8-way);;2P alt;CRT 15Khz;;
martmast;Fighter / Versus;2001;IGS;IGS PGM;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
maruchan;Multiplay / Mini-Games;1997;Sega / Toyosuisan;Sega ST-V;no;;6;joystick (8-way);;2P sim;CRT 15Khz;;
marukin;Tabletop / Mahjong * Mature *;1990;Yuga;Mitchell 68000;no;;;;;1P;CRT 15Khz;;
marukodq;Quiz / Questions in Japanese;1995;Takara;SNK Neo Geo;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
marvins;Maze / Collect;1983;SNK;SNK early 8-bit;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
marvland;Platform / Fighter Scrolling;1989;Namco;Namco System 2;no;true;3;joystick (8-way);;2P alt;CRT 15Khz;;
marvlanj;;1989;Namco;Namco System 2;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
masao;Platform / Run Jump;1983;bootleg;Nintendo Donkey Kong hardware;yes;;1;joystick (2-way);;2P sim;CRT 15Khz;;
mastboy;Quiz / Questions in Spanish;1991;Gaelco;Gaelco early;no;;;;;2P sim;CRT 15Khz;;
mastboyi;Quiz / Questions in Italian;1991;Gaelco;Gaelco early;yes;;;;;2P sim;CRT 15Khz;;
masterw;Shooter / Flying Vertical;1989;Taito Corporation Japan;Taito B-System;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
masterwu;Shooter / Flying Vertical;1989;Taito America Corporation;Taito B-System;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
mastfury;Fighter / Versus;1996;Unico;Unico 68000;no;;7;joystick (8-way);;2P sim;CRT 15Khz;;
mastkin;Fighter / 2D;1988;Du Tech;Konami;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
matchit;Tabletop / Shanghai;1989;Tamtex;Irem M80;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
matchit2;Tabletop / Shanghai * Mature *;1993;Tamtex;Irem M90;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
mating;;;Barcrest;;no;;;;;???;CRT 25Khz;;
matinga;;;Barcrest;;yes;;;;;???;CRT 25Khz;;
matmania;Sports / Wrestling;1985;Technos (Taito America license);Technos 8-bit;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
matrim;Fighter / Versus;2002;Noise Factory / Atlus;SNK Neo Geo;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
mausuke;Puzzle / Drop;1995;Data East;Sega ST-V;no;;6;joystick (8-way);;2P sim;CRT 15Khz;;
maxaflex;System / BIOS;1984;Exidy;Atari Max-A-Flex;no;;;;;BIOS;CRT 15Khz;;
maxf_102;Shooter / Gun;1996;Atari Games;Atari CoJag;yes;;1;lightgun;;2P sim;CRT 15Khz;;
maxforce;Shooter / Gun;1996;Atari Games;Atari CoJag;no;true;1;lightgun;;2P sim;CRT 15Khz;;
maxrpm;Driving / Race (chase view);1986;Bally Midway;Midway MCR-3;no;;2;paddle;;2P sim;CRT 31Khz;;
maya;Puzzle / Match * Mature *;1994;Promat;Dynax 68000;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
mayday;Shooter / Flying Horizontal;1980;unknown;Williams arcade hardware;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
maydaya;Shooter / Flying Horizontal;1980;unknown;Williams arcade hardware;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
maydayb;Shooter / Flying Horizontal;1980;unknown;Williams arcade hardware;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
mayhem;Sports / Misc.;1985;Cinematronics;Leland;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
mayjinsn;Tabletop / Shougi;1994;Seta;Seta ST-0016;no;;3;joystick (8-way);;???;CRT 25Khz;;
mayjisn2;Tabletop / Shougi;1994;Seta;Seta ST-0016;no;;3;joystick (8-way);;2P alt;CRT 25Khz;;
mayumi;Tabletop / Mahjong * Mature *;1988;[Sanritsu] Victory L.L.C.;Sanritsu Z80;no;;;;;1P;CRT 15Khz;;
maze;Maze / Collect;1976;Midway;Midway 8080 B/W;no;;;joystick (8-way);;2P sim;CRT 15Khz;;
mazeinv;Maze / Collect;1981;Atari;Atari Vector;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
mazerbla;Maze / Shooter Large;1983;Stern;Stern Mazer Blazer;no;;1;lightgun;;2P alt;CRT 15Khz;;
mazinger;Shooter / Flying Vertical;1994;Banpresto/Dynamic Pl. Toei Animation;Atlus 68000;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
mblkjack;;;Mirco;Ramtek 8080;yes;;3;;;4P alt;CRT 15Khz;;
mbomberj;Sports / Wrestling;1993;Capcom;Capcom CPS-1;yes;;3;joystick (8-way);;4P sim;CRT 15Khz;;
mbombrd;Sports / Wrestling;1993;Capcom;Capcom CPS-1;yes;;3;joystick (8-way);;4P sim;CRT 15Khz;;
mbombrdj;Sports / Wrestling;1993;Capcom;Capcom CPS-1;yes;;3;joystick (8-way);;4P sim;CRT 15Khz;;
mbrush;Maze / Paint;1981;bootleg;Namco Pac-Man;yes;;;joystick (4-way);;2P alt;CRT 15Khz;;
mcatadv;Platform / Shooter Scrolling;1993;Wintechno;Custom Z80;no;true;3;joystick (8-way);;2P alt;CRT 15Khz;;
mcatadvj;Platform / Shooter Scrolling;1993;Wintechno;Custom Z80;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
mchampda;;1999;ESD;ESD 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
mchampdx;Multiplay / Mini-Games * Mature *;2000;ESD;ESD 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
mcitylov;Tabletop / Mahjong * Mature *;1986;Nichibutsu;Nichibutsu Mahjong;yes;;;;;1P;CRT 15Khz;;
mcnpshnt;Tabletop / Mahjong * Mature *;1990;Dynax;Dynax 68000;no;;;;;1P;CRT 15Khz;;
mcontest;Tabletop / Mahjong * Mature *;1989;Nichibutsu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
mdhorse;Quiz / Questions in Japanese;1998;Namco;Namco System 12;no;;6;joystick (8-way);;2P sim;CRT 31Khz;;
mechatt;Shooter / Gun;1989;SNK;SNK 68000;no;;2;lightgun;;2P sim;CRT 15Khz;;
mechattu;Shooter / Gun;1989;SNK;SNK 68000;yes;;2;lightgun;;2P sim;CRT 15Khz;;
medlanes;Sports / Bowling;1977;Meadows Games, Inc.;Meadows discrete;no;;2;joystick (2-way);;2P alt;CRT 15Khz;;
megab;;1989;Taito Corporation Japan;Taito F2 System;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
megabj;;1989;Taito Corporation;Taito F2 System;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
megadon;Shooter / Field;1982;Epos Corporation (Photar Industries license);Epos Z80;no;;2;joystick (2-way);;2P alt;CRT 15Khz;;
megaforc;Shooter / Flying Vertical;1985;Tehkan (Video Ware license);Tecmo Z80;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
megaman;Fighter / Versus Co-op;1995;Capcom;Capcom CPS-1;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
megaman2;Fighter / Versus Co-op;1996;Capcom;Capcom CPS-2;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
megamn2a;;1996;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
megaplay;System / BIOS;1993;Sega;Sega MegaPlay;no;;;;;BIOS;CRT 15Khz;;
megatack;Shooter / Gallery;1980;GamePlan (Centuri license);GamePlan 6502;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
megatech;System / BIOS;1989;Sega;Sega MegaTech;no;;;;;BIOS;CRT 15Khz;;
megaznik;;1983;Konami / Interlogic + Kosuka;Konami;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
megazona;;1983;Konami;Konami;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
megazonb;;1983;Konami / Kosuka;Konami;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
megazonc;;1983;Konami / Kosuka;Konami;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
megazone;Shooter / Driving Vertical;1983;Konami;Konami;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
megrescu;Ball & Paddle / Jump and Touch;1987;Sega / Exa;Sega System E;no;;2;dial;;2P alt;CRT 15Khz;;
meijinsn;Tabletop / Shougi;1986;SNK Electronics corp.;Alpha Denshi Mahjong;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
meikyuh;Shooter / Walking;1987;Data East Corporation;Data East 8-bit;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
meosism;Slot Machine / Video Slot;;Sammy;SSV;no;;5;joystick (2-way);;1P;CRT 15Khz;;
mercs;Shooter / Walking;1990;Capcom;Capcom CPS-1;no;true;2;joystick (8-way);;3P sim;CRT 15Khz;;
mercsj;Shooter / Walking;1990;Capcom;Capcom CPS-1;yes;;2;joystick (8-way);;3P sim;CRT 15Khz;;
mercsu;Shooter / Walking;1990;Capcom;Capcom CPS-1;yes;;2;joystick (8-way);;3P sim;CRT 15Khz;;
mercsua;;1990;Capcom;Capcom CPS-1;yes;;2;joystick (8-way);;3P sim;CRT 15Khz;;
merlinmm;Maze / Escape;1986;Zilec - Zenitone;Konami;no;;;joystick (4-way);;1P;CRT 15Khz;;
mermaid;Sports / Misc.;1982;[Sanritsu] Rock-Ola;Sanritsu Z80;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
metafox;Shooter / Flying Vertical;1989;Seta;Seta 1st Gen;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
metalb;Shooter / Flying Horizontal;1991;Taito Corporation Japan;Taito F2 System;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
metalbj;Shooter / Flying Horizontal;1991;Taito Corporation;Taito F2 System;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
metamrph;Fighter / 2.5D;1993;Konami;Konami;no;true;3;joystick (8-way);;4P sim;CRT 15Khz;;
metamrpj;;1993;Konami;Konami;yes;;3;joystick (8-way);;4P sim;CRT 15Khz;;
metamrpu;;1993;Konami;Konami;yes;;3;joystick (8-way);;4P sim;CRT 15Khz;;
meteor;Shooter / Field;1981;Venture Line;Custom Z80;yes;;2;joystick (2-way);;2P alt;CRT 15Khz;;
meteorts;Shooter / Field;1979;VGG;Atari Vector;yes;;3;joystick (2-way);;2P alt;;;
metlclsh;Fighter / Misc.;1985;Data East;Data East 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
metlhawk;Shooter / Flying;1988;Namco;Namco System 2;no;true;2;joystick (analog);;1P;CRT 15Khz;;
metlhwkj;;1988;Namco;Namco System 2;yes;;2;joystick (analog);;1P;CRT 15Khz;;
metlsavr;Platform / Run Jump;1994;First Amusement;Data East 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
metmqstr;Fighter / Versus Co-op;1995;Banpresto/Pandorabox;Atlus 68000;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
metrocra;;1985;Namco;Namco 8-bit;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
metrocrs;Platform / Run, Jump & Scrolling;1985;Namco;Namco 8-bit;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
mexico86;Sports / Soccer;1986;bootleg;Taito 8-bit;yes;;2;joystick (8-way);;4P sim;CRT 15Khz;;
mf_achas;Shooter / Field;1982;Exidy / First Star Software;Atari Max-A-Flex;no;;2;joystick (8-way);;1P;CRT 15Khz;;
mf_bdash;Maze / Digging;1984;Exidy / First Star Software;Atari Max-A-Flex;no;;2;joystick (8-way);;1P;CRT 15Khz;;
mf_brist;Platform / Run Jump;1983;Exidy / First Star Software;Atari Max-A-Flex;no;;2;joystick (8-way);;1P;CRT 15Khz;;
mf_flip;Platform / Run Jump;1983;Exidy / First Star Software;Atari Max-A-Flex;no;;2;joystick (8-way);;1P;CRT 15Khz;;
mfjump;Platform / Run Jump;2001;Tecmo;Sony ZN;no;;6;joystick (8-way);;2P sim;CRT 31Khz;;
mfunclub;Tabletop / Mahjong * Mature *;1989;Video System Co.;Video System 68000;no;;;;;1P;CRT 15Khz;;
mgakuen;Tabletop / Mahjong * Mature *;1988;Yuga;Mitchell 68000;no;;;;;1P;CRT 15Khz;;
mgakuen2;Tabletop / Mahjong * Mature *;1989;Face;Mitchell 68000;no;;;;;1P;CRT 15Khz;;
mgcldate;Multiplay / Mini-Games;1996;Taito;Sony ZN;yes;;6;joystick (8-way);;2P sim;CRT 31Khz;;
mgcldtex;Multiplay / Mini-Games;1997;Taito;Sony ZN;no;;6;joystick (8-way);;2P sim;CRT 31Khz;;
mgcrystj;;1991;Kaneko (Atlus license);Kaneko 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
mgcrystl;Maze / Shooter Large;1991;Kaneko;Kaneko 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
mgcrysto;;1991;Kaneko;Kaneko 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
mgion;Tabletop / Hanafuda * Mature *;1989;Nichibutsu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
mgmen89;Tabletop / Mahjong * Mature *;1989;Nichibutsu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
mgolf;Sports / Mini-Golf;1978;Atari;Atari System 1;no;;2;dial;;1P;CRT 15Khz;;
mhavoc;Shooter / Misc.;1983;Atari;Atari Vector;no;;2;dial;;2P alt;;;
mhavoc2;Shooter / Misc.;1983;Atari;Atari Vector;yes;;2;dial;;2P alt;;;
mhavocp;Shooter / Misc.;1983;Atari;Atari Vector;yes;;2;dial;;1P;;;
mhavocpex7;;2021;JMA;Atari Vector;yes;;2;dial;;;;;
mhavocrv;Shooter / Misc.;1983;hack;Atari Vector;yes;;2;dial;;2P alt;;;
mhgaiden;Tabletop / Mahjong * Mature *;1987;Home Data;Home Data 68000;no;;;;;1P;CRT 15Khz;;
mhhonban;Tabletop / Mahjong * Mature *;;Nichibutsu?;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
mia;Platform / Fighter Scrolling;1989;Konami;Konami;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
mia2;Platform / Fighter Scrolling;1989;Konami;Konami;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
miaj;Platform / Fighter Scrolling;1989;Konami;Konami Twin16;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
midnrun;Driving / 1st Person;1995;Konami;Konami ZR107;no;;3;joystick (8-way);;1P;CRT 25Khz;;
midres;Platform / Shooter Scrolling;1989;Data East Corporation;Data East 68000;no;true;2;dial;;2P sim;CRT 15Khz;;
midresj;Platform / Shooter Scrolling;1989;Data East Corporation;Data East 68000;yes;;2;dial;;2P sim;CRT 15Khz;;
midresu;Platform / Shooter Scrolling;1989;Data East USA;Data East 68000;yes;;2;dial;;2P sim;CRT 15Khz;;
miexchng;Puzzle / Toss;1997;Face;SNK Neo Geo;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
